animal_number;responder;location;visit_time;duration;weight;feed_intake
211863;984000010111863;2;17/06/2026 13.35;1360;98532;860
211863;984000010111863;2;18/06/2026 05.22;986;97570;569
211863;984000010111863;2;18/06/2026 07.39;746;99321;404
211863;984000010111863;2;18/06/2026 11.53;856;99427;484
211863;984000010111863;2;18/06/2026 17.47;967;100125;567
211863;984000010111863;2;18/06/2026 20.55;1275;101765;821
211863;984000010111863;2;19/06/2026 14.32;1069;98257;418
211863;984000010111863;2;19/06/2026 15.02;556;97667;318
211863;984000010111863;2;19/06/2026 23.26;1336;103858;773
211863;984000010111863;2;20/06/2026 03.57;1260;101384;818
211863;984000010111863;2;20/06/2026 05.05;699;100723;396
211863;984000010111863;2;20/06/2026 19.13;788;100751;223
211863;984000010111863;2;20/06/2026 22.54;1933;101740;871
211863;984000010111863;2;21/06/2026 02.17;718;100873;326
211863;984000010111863;2;21/06/2026 14.21;2022;103809;1232
211863;984000010111863;2;21/06/2026 18.59;659;101295;384
211863;984000010111863;2;22/06/2026 13.10;2084;98412;1183
211863;984000010111863;2;22/06/2026 22.16;1544;101236;796
211863;984000010111863;2;23/06/2026 03.25;1120;104483;519
211863;984000010111863;2;23/06/2026 05.32;1450;103109;867
211863;984000010111863;2;23/06/2026 22.42;1401;103038;621
211863;984000010111863;2;23/06/2026 23.21;453;101983;288
211863;984000010111863;2;24/06/2026 01.40;34;;10
211863;984000010111863;2;24/06/2026 03.28;557;102424;329
211863;984000010111863;2;24/06/2026 11.11;381;101348;197
211863;984000010111863;2;24/06/2026 11.43;465;101204;261
211863;984000010111863;2;24/06/2026 15.04;669;103214;350
211863;984000010111863;2;24/06/2026 19.41;1391;103285;797
211863;984000010111863;2;24/06/2026 21.06;751;103769;436
211863;984000010111863;2;24/06/2026 21.32;372;103376;244
211863;984000010111863;2;24/06/2026 22.20;28;;8
211863;984000010111863;2;24/06/2026 22.23;87;102658;22
211863;984000010111863;2;25/06/2026 15.09;1022;103658;424
211863;984000010111863;2;25/06/2026 19.18;1094;102484;603
211863;984000010111863;2;26/06/2026 02.58;851;104191;433
211863;984000010111863;2;26/06/2026 03.22;811;103757;387
211863;984000010111863;2;26/06/2026 08.11;1252;105635;830
211863;984000010111863;2;26/06/2026 09.58;450;104734;261
211863;984000010111863;2;26/06/2026 17.53;356;102657;93
211863;984000010111863;2;27/06/2026 03.48;1613;103621;858
212053;984000010112053;2;13/06/2026 13.48;77;97081;4
212053;984000010112053;2;13/06/2026 15.18;1244;98726;861
212053;984000010112053;2;14/06/2026 03.15;1547;98690;990
212053;984000010112053;2;14/06/2026 03.57;499;98999;285
212053;984000010112053;2;14/06/2026 04.14;217;100193;100
212053;984000010112053;2;15/06/2026 00.22;2212;98292;1248
212053;984000010112053;2;15/06/2026 07.45;31;;9
212053;984000010112053;2;15/06/2026 15.28;2096;99102;1242
212053;984000010112053;2;15/06/2026 22.45;400;99626;276
212053;984000010112053;2;16/06/2026 11.10;1472;99940;860
212053;984000010112053;2;16/06/2026 11.51;519;99791;330
212053;984000010112053;2;16/06/2026 19.09;551;101092;276
212053;984000010112053;2;17/06/2026 04.24;1947;101307;1297
212053;984000010112053;2;17/06/2026 15.16;1277;103593;877
212053;984000010112053;2;18/06/2026 07.00;1513;102330;890
212053;984000010112053;2;18/06/2026 10.07;271;103601;74
212053;984000010112053;2;18/06/2026 20.03;1921;104560;1321
212053;984000010112053;2;18/06/2026 21.30;559;104798;364
212053;984000010112053;2;19/06/2026 16.25;1949;102947;919
212053;984000010112053;2;19/06/2026 21.39;315;103977;111
212053;984000010112053;2;20/06/2026 08.19;1891;104260;1277
212053;984000010112053;2;20/06/2026 10.15;448;106050;285
212053;984000010112053;2;21/06/2026 01.35;1662;104702;880
212053;984000010112053;2;21/06/2026 10.57;2398;105033;1563
212053;984000010112053;2;22/06/2026 01.29;1662;106755;1166
212053;984000010112053;2;22/06/2026 14.27;247;105305;67
212053;984000010112053;2;22/06/2026 17.46;1927;104910;1276
212053;984000010112053;2;23/06/2026 08.42;2218;106772;1274
212053;984000010112053;2;24/06/2026 04.08;2184;106841;1324
212053;984000010112053;2;24/06/2026 12.32;881;107398;371
212053;984000010112053;2;24/06/2026 15.23;1681;107554;1080
212053;984000010112053;2;25/06/2026 14.20;1784;107339;988
212053;984000010112053;2;26/06/2026 00.02;1798;107363;986
212053;984000010112053;2;26/06/2026 04.09;820;111474;435
212053;984000010112053;2;26/06/2026 10.40;1539;109225;988
212053;984000010112053;2;27/06/2026 08.29;2225;108245;1325
212055;984000010112055;2;13/06/2026 23.44;1658;107411;1316
212055;984000010112055;2;14/06/2026 09.09;1242;109405;968
212055;984000010112055;2;15/06/2026 07.01;1069;109603;783
212055;984000010112055;2;15/06/2026 16.21;1587;108864;1175
212055;984000010112055;2;16/06/2026 07.48;1343;108654;978
212055;984000010112055;2;16/06/2026 16.37;616;109520;447
212055;984000010112055;2;17/06/2026 00.33;160;109234;85
212055;984000010112055;2;17/06/2026 01.01;476;108625;416
212055;984000010112055;2;17/06/2026 09.02;1647;108403;1284
212055;984000010112055;2;17/06/2026 21.15;421;111589;306
212055;984000010112055;2;18/06/2026 06.02;1122;110771;830
212055;984000010112055;2;18/06/2026 09.22;564;109964;370
212055;984000010112055;2;18/06/2026 19.07;1464;112153;1176
212055;984000010112055;2;19/06/2026 08.53;396;111594;155
212055;984000010112055;2;19/06/2026 17.49;1939;110867;1348
212055;984000010112055;2;19/06/2026 18.41;345;112519;238
212055;984000010112055;2;20/06/2026 05.31;1000;113215;870
212055;984000010112055;2;20/06/2026 18.58;608;115341;367
212055;984000010112055;2;21/06/2026 04.24;1240;111430;874
212055;984000010112055;2;21/06/2026 12.59;1415;114304;1317
212055;984000010112055;2;21/06/2026 16.34;447;114756;409
212055;984000010112055;2;22/06/2026 08.41;325;115190;128
212055;984000010112055;2;22/06/2026 18.35;1557;113975;1320
212055;984000010112055;2;23/06/2026 06.39;1963;113853;1454
212055;984000010112055;2;24/06/2026 00.19;1716;116278;1307
212055;984000010112055;2;24/06/2026 16.05;1778;116507;1636
212055;984000010112055;2;25/06/2026 04.09;1529;118149;1282
212055;984000010112055;2;25/06/2026 23.04;510;116960;375
212055;984000010112055;2;26/06/2026 09.01;1687;118726;1601
212055;984000010112055;2;27/06/2026 04.35;2135;117457;1649
212057;984000010112057;2;13/06/2026 19.56;1897;96717;1172
212057;984000010112057;2;14/06/2026 06.35;1290;98756;838
212057;984000010112057;2;14/06/2026 15.34;415;97721;307
212057;984000010112057;2;14/06/2026 18.32;460;97674;251
212057;984000010112057;2;14/06/2026 22.28;727;97796;407
212057;984000010112057;2;15/06/2026 05.40;407;97827;184
212057;984000010112057;2;15/06/2026 11.16;1445;100463;906
212057;984000010112057;2;15/06/2026 18.57;484;98800;333
212057;984000010112057;2;16/06/2026 03.33;637;98996;484
212057;984000010112057;2;16/06/2026 13.52;1245;98108;895
212057;984000010112057;2;16/06/2026 23.47;1730;100929;970
212057;984000010112057;2;17/06/2026 14.13;829;100273;579
212057;984000010112057;2;18/06/2026 01.37;1164;99630;826
212057;984000010112057;2;18/06/2026 12.45;1318;100958;876
212057;984000010112057;2;18/06/2026 21.50;843;104025;521
212057;984000010112057;2;19/06/2026 14.01;741;100164;133
212057;984000010112057;2;20/06/2026 00.26;1858;99632;1029
212057;984000010112057;2;20/06/2026 09.45;1163;101141;865
212057;984000010112057;2;20/06/2026 20.43;916;101384;267
212057;984000010112057;2;21/06/2026 00.59;1238;102072;795
212057;984000010112057;2;21/06/2026 09.19;1201;102852;822
212057;984000010112057;2;21/06/2026 22.12;632;103904;431
212057;984000010112057;2;22/06/2026 07.47;748;103272;441
212057;984000010112057;2;22/06/2026 11.09;553;103543;329
212057;984000010112057;2;22/06/2026 15.07;587;101831;364
212057;984000010112057;2;22/06/2026 21.58;518;103439;220
212057;984000010112057;2;22/06/2026 23.40;760;104656;482
212057;984000010112057;2;23/06/2026 03.55;1072;106822;648
212057;984000010112057;2;23/06/2026 15.52;696;105119;470
212057;984000010112057;2;23/06/2026 23.56;765;103974;513
212057;984000010112057;2;24/06/2026 07.17;1371;104709;882
212057;984000010112057;2;25/06/2026 02.15;1844;104822;1268
212057;984000010112057;2;25/06/2026 17.48;1481;103770;999
212057;984000010112057;2;26/06/2026 02.23;1317;106362;852
212057;984000010112057;2;26/06/2026 07.16;618;110405;436
212057;984000010112057;2;26/06/2026 22.12;805;105621;433
212057;984000010112057;2;27/06/2026 02.03;544;106752;396
212057;984000010112057;2;27/06/2026 07.16;862;106919;590
212077;984000010112077;2;13/06/2026 18.49;1910;100757;1156
212077;984000010112077;2;14/06/2026 07.30;1685;100633;1136
212077;984000010112077;2;14/06/2026 18.45;1514;101147;961
212077;984000010112077;2;15/06/2026 03.58;1577;101610;880
212077;984000010112077;2;15/06/2026 10.39;1353;102851;874
212077;984000010112077;2;15/06/2026 19.55;1223;102818;824
212077;984000010112077;2;16/06/2026 09.55;1495;102413;923
212077;984000010112077;2;16/06/2026 22.46;1354;101852;894
212077;984000010112077;2;17/06/2026 06.52;1768;104048;1195
212077;984000010112077;2;17/06/2026 20.07;1287;105104;850
212077;984000010112077;2;18/06/2026 08.30;1925;104158;1172
212077;984000010112077;2;18/06/2026 14.41;900;106057;574
212077;984000010112077;2;19/06/2026 00.59;1490;105952;940
212077;984000010112077;2;19/06/2026 11.54;1519;108717;891
212077;984000010112077;2;20/06/2026 01.13;1770;104873;1220
212077;984000010112077;2;20/06/2026 10.37;1625;106734;1174
212077;984000010112077;2;20/06/2026 22.05;985;106194;434
212077;984000010112077;2;21/06/2026 03.23;720;106275;464
212077;984000010112077;2;21/06/2026 06.25;607;106724;397
212077;984000010112077;2;21/06/2026 11.58;209;106778;119
212077;984000010112077;2;21/06/2026 15.13;1595;107081;1261
212077;984000010112077;2;22/06/2026 00.12;768;108297;533
212077;984000010112077;2;22/06/2026 08.55;1406;108036;888
212077;984000010112077;2;22/06/2026 17.29;607;108386;433
212077;984000010112077;2;23/06/2026 01.00;709;108366;462
212077;984000010112077;2;23/06/2026 02.01;1090;109655;723
212077;984000010112077;2;23/06/2026 16.10;1789;109086;1246
212077;984000010112077;2;24/06/2026 01.06;722;109228;439
212077;984000010112077;2;24/06/2026 10.14;767;108126;290
212077;984000010112077;2;24/06/2026 14.05;2260;109206;1569
212077;984000010112077;2;25/06/2026 00.51;580;111255;329
212077;984000010112077;2;25/06/2026 10.11;1696;110886;1041
212077;984000010112077;2;25/06/2026 19.58;1709;111807;1164
212077;984000010112077;2;26/06/2026 03.46;888;112731;510
212077;984000010112077;2;26/06/2026 05.35;291;114303;174
212077;984000010112077;2;26/06/2026 11.22;1492;111833;1207
212077;984000010112077;2;27/06/2026 00.56;837;111603;360
212077;984000010112077;2;27/06/2026 08.00;1086;111481;757
212081;984000010112081;2;13/06/2026 11.39;88;105416;5
212081;984000010112081;2;13/06/2026 12.11;26;;1
212081;984000010112081;2;13/06/2026 18.09;1572;103630;1239
212081;984000010112081;2;14/06/2026 00.37;1017;105621;781
212081;984000010112081;2;14/06/2026 11.33;1313;105864;1066
212081;984000010112081;2;14/06/2026 19.40;976;105982;782
212081;984000010112081;2;15/06/2026 06.23;766;106053;525
212081;984000010112081;2;15/06/2026 12.49;1686;106303;1396
212081;984000010112081;2;16/06/2026 05.31;1553;107250;1260
212081;984000010112081;2;16/06/2026 20.33;2075;107699;1809
212081;984000010112081;2;17/06/2026 06.24;1050;108729;886
212081;984000010112081;2;17/06/2026 14.41;1027;109417;772
212081;984000010112081;2;17/06/2026 21.25;587;108766;439
212081;984000010112081;2;18/06/2026 00.33;745;111056;552
212081;984000010112081;2;18/06/2026 13.23;1140;109216;805
212081;984000010112081;2;18/06/2026 18.37;1113;110666;930
212081;984000010112081;2;19/06/2026 09.06;1189;108722;909
212081;984000010112081;2;19/06/2026 22.28;1895;107876;1688
212081;984000010112081;2;20/06/2026 07.46;1044;110895;847
212081;984000010112081;2;20/06/2026 23.45;1460;111011;880
212081;984000010112081;2;21/06/2026 12.04;1825;110726;1656
212081;984000010112081;2;21/06/2026 19.53;591;110701;479
212081;984000010112081;2;22/06/2026 10.19;1945;110418;1665
212081;984000010112081;2;23/06/2026 01.29;1234;111225;923
212081;984000010112081;2;23/06/2026 06.10;1174;113165;978
212081;984000010112081;2;23/06/2026 08.16;489;113341;363
212081;984000010112081;2;23/06/2026 17.16;993;113688;827
212081;984000010112081;2;24/06/2026 05.03;1900;113660;1660
212081;984000010112081;2;24/06/2026 19.01;1548;114292;1298
212081;984000010112081;2;25/06/2026 11.17;1623;114050;1296
212081;984000010112081;2;25/06/2026 22.09;610;113834;411
212081;984000010112081;2;26/06/2026 05.44;1800;113849;1580
212081;984000010112081;2;26/06/2026 18.48;478;115673;407
212081;984000010112081;2;27/06/2026 02.59;600;114481;496
212081;984000010112081;2;27/06/2026 11.39;1079;113782;850
212097;984000010112097;2;13/06/2026 16.32;1254;103247;1041
212097;984000010112097;2;14/06/2026 04.42;1523;102945;1126
212097;984000010112097;2;14/06/2026 13.50;386;103578;334
212097;984000010112097;2;14/06/2026 19.24;500;103254;300
212097;984000010112097;2;15/06/2026 01.20;1517;103874;1181
212097;984000010112097;2;15/06/2026 13.33;1251;105107;929
212097;984000010112097;2;15/06/2026 22.26;544;105918;484
212097;984000010112097;2;16/06/2026 04.36;790;103600;682
212097;984000010112097;2;16/06/2026 14.24;947;104964;842
212097;984000010112097;2;16/06/2026 21.27;1096;110377;906
212097;984000010112097;2;17/06/2026 09.44;1300;106326;1243
212097;984000010112097;2;17/06/2026 20.41;212;108580;91
212097;984000010112097;2;17/06/2026 22.42;973;106582;788
212097;984000010112097;2;18/06/2026 08.10;33;;2
212097;984000010112097;2;18/06/2026 12.14;1167;107238;938
212097;984000010112097;2;18/06/2026 17.23;453;107495;385
212097;984000010112097;2;19/06/2026 02.00;589;108621;480
212097;984000010112097;2;19/06/2026 11.07;1409;107103;1253
212097;984000010112097;2;19/06/2026 21.47;1527;109559;1174
212097;984000010112097;2;20/06/2026 07.10;143;108540;76
212097;984000010112097;2;20/06/2026 12.22;1045;108656;865
212097;984000010112097;2;21/06/2026 04.56;1577;107922;1280
212097;984000010112097;2;21/06/2026 15.54;1517;109398;1301
212097;984000010112097;2;22/06/2026 02.57;470;108601;313
212097;984000010112097;2;22/06/2026 08.48;66;108739;21
212097;984000010112097;2;22/06/2026 11.56;1152;108829;957
212097;984000010112097;2;22/06/2026 22.10;139;110788;36
212097;984000010112097;2;22/06/2026 22.56;1115;107322;841
212097;984000010112097;2;23/06/2026 07.29;1406;110746;1026
212097;984000010112097;2;23/06/2026 14.03;532;111161;414
212097;984000010112097;2;24/06/2026 01.50;640;110191;443
212097;984000010112097;2;24/06/2026 09.45;396;110068;369
212097;984000010112097;2;24/06/2026 17.39;1553;110695;1325
212097;984000010112097;2;25/06/2026 02.04;385;110798;339
212097;984000010112097;2;25/06/2026 07.10;698;110620;563
212097;984000010112097;2;25/06/2026 16.18;1273;111887;918
212097;984000010112097;2;26/06/2026 06.30;1443;111734;1322
212097;984000010112097;2;26/06/2026 15.02;272;113293;206
212097;984000010112097;2;26/06/2026 20.16;688;115137;479
212097;984000010112097;2;27/06/2026 05.32;1404;112793;1190
213461;984000010113461;2;13/06/2026 22.49;1384;92356;881
213461;984000010113461;2;13/06/2026 23.27;545;93101;365
213461;984000010113461;2;14/06/2026 01.45;301;95877;207
213461;984000010113461;2;14/06/2026 09.44;697;95363;448
213461;984000010113461;2;14/06/2026 10.05;483;94548;342
213461;984000010113461;2;14/06/2026 10.21;349;94357;238
213461;984000010113461;2;14/06/2026 20.07;619;95753;393
213461;984000010113461;2;14/06/2026 20.27;517;96408;339
213461;984000010113461;2;14/06/2026 20.42;292;95246;195
213461;984000010113461;2;15/06/2026 06.42;693;97089;422
213461;984000010113461;2;15/06/2026 07.28;669;95326;407
213461;984000010113461;2;15/06/2026 11.52;591;96361;388
213461;984000010113461;2;15/06/2026 19.11;1219;93277;866
213461;984000010113461;2;15/06/2026 19.44;388;94861;276
213461;984000010113461;2;16/06/2026 03.53;535;95590;389
213461;984000010113461;2;16/06/2026 04.10;385;96558;278
213461;984000010113461;2;16/06/2026 08.57;576;94240;403
213461;984000010113461;2;16/06/2026 15.25;817;95646;625
213461;984000010113461;2;16/06/2026 15.48;412;95337;292
213461;984000010113461;2;16/06/2026 18.43;331;95759;214
213461;984000010113461;2;16/06/2026 18.56;338;96782;250
213461;984000010113461;2;17/06/2026 01.16;285;97729;220
213461;984000010113461;2;17/06/2026 01.59;226;97261;122
213461;984000010113461;2;17/06/2026 08.43;713;97231;479
213461;984000010113461;2;17/06/2026 17.26;605;98947;433
213461;984000010113461;2;17/06/2026 17.45;386;97559;294
213461;984000010113461;2;17/06/2026 17.59;364;96717;239
213461;984000010113461;2;17/06/2026 20.52;138;97149;103
213461;984000010113461;2;18/06/2026 00.19;493;97648;356
213461;984000010113461;2;18/06/2026 06.31;1061;97102;778
213461;984000010113461;2;18/06/2026 08.01;57;;26
213461;984000010113461;2;18/06/2026 09.48;382;97481;281
213461;984000010113461;2;18/06/2026 15.45;561;97803;373
213461;984000010113461;2;18/06/2026 17.38;374;100916;276
213461;984000010113461;2;18/06/2026 21.48;36;;17
213461;984000010113461;2;18/06/2026 22.51;618;98426;440
213461;984000010113461;2;19/06/2026 05.27;501;97653;349
213461;984000010113461;2;19/06/2026 07.33;151;96024;76
213461;984000010113461;2;19/06/2026 12.34;581;96565;405
213461;984000010113461;2;19/06/2026 12.52;490;97232;348
213461;984000010113461;2;19/06/2026 13.08;397;97047;275
213461;984000010113461;2;19/06/2026 20.05;278;96431;170
213461;984000010113461;2;19/06/2026 20.15;444;95812;343
213461;984000010113461;2;20/06/2026 03.28;1088;98248;876
213461;984000010113461;2;20/06/2026 14.59;504;98748;346
213461;984000010113461;2;20/06/2026 15.16;425;97789;311
213461;984000010113461;2;20/06/2026 19.51;506;99218;332
213461;984000010113461;2;20/06/2026 20.06;396;99503;287
213461;984000010113461;2;21/06/2026 05.37;1160;98527;821
213461;984000010113461;2;21/06/2026 06.11;438;98767;343
213461;984000010113461;2;21/06/2026 06.45;322;97928;221
213461;984000010113461;2;21/06/2026 10.23;466;102035;371
213461;984000010113461;2;21/06/2026 20.09;838;99205;485
213461;984000010113461;2;22/06/2026 02.11;592;100739;461
213461;984000010113461;2;22/06/2026 02.30;448;100270;306
213461;984000010113461;2;22/06/2026 02.43;330;100406;230
213461;984000010113461;2;22/06/2026 08.09;374;99281;277
213461;984000010113461;2;22/06/2026 14.35;605;99032;384
213461;984000010113461;2;22/06/2026 14.53;416;99015;323
213461;984000010113461;2;22/06/2026 20.34;286;99735;113
213461;984000010113461;2;22/06/2026 20.45;530;100589;345
213461;984000010113461;2;22/06/2026 23.25;594;100348;419
213461;984000010113461;2;23/06/2026 12.42;644;101117;453
213461;984000010113461;2;23/06/2026 13.02;440;101205;319
213461;984000010113461;2;23/06/2026 22.13;492;101051;304
213461;984000010113461;2;23/06/2026 22.30;437;101620;287
213461;984000010113461;2;24/06/2026 07.54;559;101305;411
213461;984000010113461;2;24/06/2026 08.10;589;100728;391
213461;984000010113461;2;24/06/2026 08.29;432;102182;297
213461;984000010113461;2;24/06/2026 09.24;141;103172;68
213461;984000010113461;2;24/06/2026 10.54;164;102826;122
213461;984000010113461;2;24/06/2026 21.51;432;101315;165
213461;984000010113461;2;24/06/2026 22.04;535;102850;391
213461;984000010113461;2;25/06/2026 07.42;568;102769;361
213461;984000010113461;2;25/06/2026 07.58;432;102352;334
213461;984000010113461;2;25/06/2026 08.14;454;101997;345
213461;984000010113461;2;25/06/2026 13.24;434;102758;333
213461;984000010113461;2;25/06/2026 16.53;409;101843;321
213461;984000010113461;2;25/06/2026 17.07;414;101774;336
213461;984000010113461;2;26/06/2026 00.48;1288;103631;829
213461;984000010113461;2;26/06/2026 01.24;446;104151;312
213461;984000010113461;2;26/06/2026 15.11;590;102964;441
213461;984000010113461;2;26/06/2026 21.49;892;104702;483
213461;984000010113461;2;26/06/2026 22.37;510;103395;382
213461;984000010113461;2;26/06/2026 22.52;375;105374;306
213461;984000010113461;2;26/06/2026 23.06;296;103929;211
213461;984000010113461;2;27/06/2026 09.29;659;104547;444
213461;984000010113461;2;27/06/2026 09.49;488;105165;368
213487;984000010113487;2;13/06/2026 17.04;1061;105364;835
213487;984000010113487;2;14/06/2026 01.52;1236;105283;947
213487;984000010113487;2;14/06/2026 13.18;1035;106417;819
213487;984000010113487;2;14/06/2026 14.57;466;106799;379
213487;984000010113487;2;15/06/2026 03.19;1465;106419;1198
213487;984000010113487;2;15/06/2026 14.51;1437;105721;1294
213487;984000010113487;2;15/06/2026 23.21;393;107373;344
213487;984000010113487;2;16/06/2026 02.44;815;106531;687
213487;984000010113487;2;16/06/2026 17.39;1417;105528;1289
213487;984000010113487;2;17/06/2026 03.29;1323;107157;1211
213487;984000010113487;2;17/06/2026 12.46;835;110201;774
213487;984000010113487;2;17/06/2026 23.08;1023;108648;843
213487;984000010113487;2;18/06/2026 10.21;1635;108900;1009
213487;984000010113487;2;18/06/2026 18.15;885;111826;772
213487;984000010113487;2;19/06/2026 10.04;1401;107742;1209
213487;984000010113487;2;20/06/2026 02.45;1651;108340;1591
213487;984000010113487;2;20/06/2026 05.25;107;109340;58
213487;984000010113487;2;20/06/2026 11.44;927;112333;883
213487;984000010113487;2;20/06/2026 22.39;594;111819;396
213487;984000010113487;2;21/06/2026 00.23;672;111074;409
213487;984000010113487;2;21/06/2026 08.16;1460;111288;1205
213487;984000010113487;2;21/06/2026 17.15;927;112188;822
213487;984000010113487;2;21/06/2026 22.28;915;113865;826
213487;984000010113487;2;22/06/2026 07.32;467;112324;416
213487;984000010113487;2;22/06/2026 19.15;1404;112269;1241
213487;984000010113487;2;23/06/2026 02.30;1154;112548;860
213487;984000010113487;2;23/06/2026 13.14;1359;114329;993
213487;984000010113487;2;23/06/2026 21.43;52;;24
213487;984000010113487;2;23/06/2026 21.55;101;111416;47
213487;984000010113487;2;24/06/2026 03.08;730;112736;549
213487;984000010113487;2;24/06/2026 11.55;807;111954;285
213487;984000010113487;2;24/06/2026 13.37;1056;111430;828
213487;984000010113487;2;24/06/2026 20.27;59;;20
213487;984000010113487;2;25/06/2026 12.39;1596;112988;1239
213487;984000010113487;2;26/06/2026 01.37;1745;113098;1319
213487;984000010113487;2;26/06/2026 13.27;1514;114525;1492
213487;984000010113487;2;27/06/2026 02.24;426;114944;332
213487;984000010113487;2;27/06/2026 10.57;1474;113506;948
213489;984000010113489;2;13/06/2026 14.56;876;101415;655
213489;984000010113489;2;13/06/2026 19.38;635;101163;396
213489;984000010113489;2;13/06/2026 22.34;553;102289;367
213489;984000010113489;2;14/06/2026 02.50;944;102065;673
213489;984000010113489;2;14/06/2026 07.10;781;102358;524
213489;984000010113489;2;14/06/2026 11.14;720;103614;467
213489;984000010113489;2;14/06/2026 22.49;1175;101460;789
213489;984000010113489;2;15/06/2026 09.55;1762;101012;1174
213489;984000010113489;2;15/06/2026 17.02;1633;102107;1223
213489;984000010113489;2;16/06/2026 02.17;404;103545;243
213489;984000010113489;2;16/06/2026 04.57;918;102882;685
213489;984000010113489;2;16/06/2026 14.50;1387;102994;1062
213489;984000010113489;2;16/06/2026 18.36;225;101457;139
213489;984000010113489;2;16/06/2026 21.56;1155;103369;776
213489;984000010113489;2;17/06/2026 08.04;1583;105380;1179
213489;984000010113489;2;17/06/2026 18.53;1024;104868;666
213489;984000010113489;2;18/06/2026 02.57;1117;104872;771
213489;984000010113489;2;18/06/2026 11.04;1886;105947;1243
213489;984000010113489;2;18/06/2026 22.13;1417;106683;1128
213489;984000010113489;2;19/06/2026 03.14;430;107009;284
213489;984000010113489;2;19/06/2026 15.18;1558;109296;839
213489;984000010113489;2;19/06/2026 21.03;768;105273;466
213489;984000010113489;2;19/06/2026 21.24;521;106260;351
213489;984000010113489;2;20/06/2026 00.01;477;107246;87
213489;984000010113489;2;20/06/2026 00.17;312;109629;210
213489;984000010113489;2;20/06/2026 06.28;1616;107155;1211
213489;984000010113489;2;20/06/2026 17.24;442;105782;148
213489;984000010113489;2;20/06/2026 19.34;523;105729;330
213489;984000010113489;2;21/06/2026 02.49;1148;104532;700
213489;984000010113489;2;21/06/2026 09.51;1261;105443;1012
213489;984000010113489;2;21/06/2026 17.38;1631;107548;1241
213489;984000010113489;2;22/06/2026 04.55;1158;108207;852
213489;984000010113489;2;22/06/2026 19.53;1620;106129;1160
213489;984000010113489;2;23/06/2026 04.26;1211;110351;950
213489;984000010113489;2;23/06/2026 10.17;940;109847;728
213489;984000010113489;2;23/06/2026 16.57;573;108782;410
213489;984000010113489;2;23/06/2026 19.21;601;110030;421
213489;984000010113489;2;24/06/2026 06.40;1137;109168;792
213489;984000010113489;2;24/06/2026 16.51;1785;109345;1330
213489;984000010113489;2;25/06/2026 03.02;1315;111494;1074
213489;984000010113489;2;25/06/2026 06.01;521;111250;310
213489;984000010113489;2;25/06/2026 18.26;1808;110365;1209
213489;984000010113489;2;26/06/2026 04.49;1717;111903;1153
213489;984000010113489;2;26/06/2026 12.36;665;112619;514
213489;984000010113489;2;26/06/2026 17.34;587;112698;400
213489;984000010113489;2;27/06/2026 03.15;1342;113997;857
213497;984000010113497;2;13/06/2026 13.28;717;94522;405
