animal_number;responder;location;visit_time;duration;weight (g);feed_intake;Unnamed: 7;Unnamed: 8;Unnamed: 9
110813;984000010110813;1;30/11/2026 05.08;583;42565;204;;;
110813;984000010110813;1;30/11/2026 05.53;1159;42543;304;;;
110813;984000010110813;1;30/11/2026 11.38;475;43882;152;;;
110813;984000010110813;1;30/11/2026 12.15;1201;43715;306;;;
110813;984000010110813;1;30/11/2026 19.51;853;43820;255;;;
110813;984000010110813;1;30/11/2026 20.59;188;43728;56;;;
110813;984000010110813;1;30/11/2026 21.13;218;43905;59;;;
110813;984000010110813;1;01/12/2026 02.47;531;43074;160;;;
110813;984000010110813;1;01/12/2026 03.28;1372;43149;505;;;
110813;984000010110813;1;01/12/2026 06.59;981;43570;273;;;
110813;984000010110813;1;01/12/2026 14.48;1207;42932;406;;;
110813;984000010110813;1;01/12/2026 18.18;187;43717;86;;;
110813;984000010110813;1;01/12/2026 20.17;530;43734;193;;;
110813;984000010110813;1;01/12/2026 20.52;318;43712;87;;;
110813;984000010110813;1;01/12/2026 20.58;349;44294;68;;;
110813;984000010110813;1;01/12/2026 21.06;49;;11;;;
110813;984000010110813;1;01/12/2026 23.33;729;44015;275;;;
110813;984000010110813;1;02/12/2026 03.26;1024;45550;341;;;
110813;984000010110813;1;02/12/2026 04.46;740;46227;283;;;
110813;984000010110813;1;02/12/2026 08.40;942;45048;320;;;
110813;984000010110813;1;02/12/2026 16.05;421;45620;128;;;
110813;984000010110813;1;02/12/2026 16.13;264;45752;100;;;
110813;984000010110813;1;02/12/2026 18.01;284;46203;95;;;
110813;984000010110813;1;02/12/2026 18.08;64;45652;17;;;
110813;984000010110813;1;02/12/2026 18.57;292;45071;71;;;
110813;984000010110813;1;02/12/2026 19.43;419;45824;79;;;
110813;984000010110813;1;02/12/2026 20.39;151;45571;20;;;
110813;984000010110813;1;02/12/2026 20.55;44;;12;;;
110813;984000010110813;1;02/12/2026 21.06;386;45653;98;;;
110813;984000010110813;1;02/12/2026 21.42;922;46338;303;;;
110813;984000010110813;1;03/12/2026 02.14;315;46415;88;;;
110813;984000010110813;1;03/12/2026 02.45;124;45981;30;;;
110813;984000010110813;1;03/12/2026 02.59;250;46146;60;;;
110813;984000010110813;1;03/12/2026 03.24;478;46109;126;;;
110813;984000010110813;1;03/12/2026 05.20;1073;46069;387;;;
110813;984000010110813;1;03/12/2026 07.36;649;46729;150;;;
110813;984000010110813;1;03/12/2026 11.23;560;47289;198;;;
110813;984000010110813;1;03/12/2026 12.35;86;47953;25;;;
110813;984000010110813;1;03/12/2026 12.38;215;47403;80;;;
110813;984000010110813;1;03/12/2026 19.27;461;47264;174;;;
110813;984000010110813;1;03/12/2026 19.51;517;46963;172;;;
110813;984000010110813;1;03/12/2026 21.23;88;47565;23;;;
110813;984000010110813;1;03/12/2026 22.59;434;47660;100;;;
110813;984000010110813;1;04/12/2026 02.45;1306;47460;470;;;
110813;984000010110813;1;04/12/2026 05.56;834;47845;378;;;
110813;984000010110813;1;04/12/2026 15.37;722;48348;238;;;
110813;984000010110813;1;04/12/2026 17.17;423;48252;172;;;
110813;984000010110813;1;04/12/2026 17.33;211;48570;65;;;
110813;984000010110813;1;04/12/2026 17.39;136;48257;43;;;
110813;984000010110813;1;04/12/2026 17.51;47;;14;;;
110813;984000010110813;1;04/12/2026 17.53;34;;10;;;
110813;984000010110813;1;04/12/2026 22.16;419;48103;191;;;
110813;984000010110813;1;04/12/2026 22.24;360;48729;138;;;
110813;984000010110813;1;04/12/2026 22.40;242;48509;101;;;
110813;984000010110813;1;05/12/2026 00.20;252;49201;85;;;
110813;984000010110813;1;05/12/2026 01.55;1356;49118;434;;;
110813;984000010110813;1;05/12/2026 03.21;262;50028;103;;;
110813;984000010110813;1;05/12/2026 07.16;1093;48976;451;;;
110813;984000010110813;1;05/12/2026 09.44;42;;15;;;
110813;984000010110813;1;05/12/2026 16.28;784;48529;202;;;
110813;984000010110813;1;05/12/2026 17.19;500;48847;154;;;
110813;984000010110813;1;05/12/2026 17.28;334;49337;126;;;
110813;984000010110813;1;05/12/2026 23.06;924;49313;263;;;
110813;984000010110813;1;05/12/2026 23.27;53;;19;;;
110813;984000010110813;1;05/12/2026 23.50;85;49764;24;;;
110813;984000010110813;1;06/12/2026 01.56;588;49848;237;;;
110813;984000010110813;1;06/12/2026 02.37;321;50397;131;;;
110813;984000010110813;1;06/12/2026 04.26;888;50091;419;;;
110813;984000010110813;1;06/12/2026 07.31;421;49549;178;;;
110813;984000010110813;1;06/12/2026 08.20;192;50761;81;;;
110813;984000010110813;1;06/12/2026 15.22;669;49983;221;;;
110813;984000010110813;1;06/12/2026 17.18;240;49945;106;;;
110813;984000010110813;1;06/12/2026 18.05;373;50662;142;;;
110813;984000010110813;1;06/12/2026 18.41;510;50551;213;;;
110813;984000010110813;1;06/12/2026 19.50;107;51765;44;;;
110813;984000010110813;1;06/12/2026 22.49;1341;51720;463;;;
110813;984000010110813;1;07/12/2026 01.46;25;;5;;;
110813;984000010110813;1;07/12/2026 03.02;578;52639;214;;;
110813;984000010110813;1;07/12/2026 07.22;1540;51233;654;;;
110813;984000010110813;1;07/12/2026 15.01;239;51900;105;;;
110813;984000010110813;1;07/12/2026 17.50;1114;51622;453;;;
110813;984000010110813;1;07/12/2026 22.20;557;52738;222;;;
110813;984000010110813;1;08/12/2026 00.46;962;52539;361;;;
110813;984000010110813;1;08/12/2026 01.06;213;52995;71;;;
110813;984000010110813;1;08/12/2026 02.45;343;53216;124;;;
110813;984000010110813;1;08/12/2026 02.51;65;53753;22;;;
110813;984000010110813;1;08/12/2026 05.12;875;53823;380;;;
110813;984000010110813;1;08/12/2026 07.24;140;53207;41;;;
110813;984000010110813;1;08/12/2026 11.11;164;52080;69;;;
110813;984000010110813;1;08/12/2026 13.53;386;51820;144;;;
110813;984000010110813;1;08/12/2026 15.51;368;51670;113;;;
110813;984000010110813;1;08/12/2026 18.22;118;52215;41;;;
110813;984000010110813;1;08/12/2026 18.30;367;52913;158;;;
110813;984000010110813;1;08/12/2026 18.42;324;52848;155;;;
110813;984000010110813;1;08/12/2026 18.50;37;;14;;;
110813;984000010110813;1;08/12/2026 18.51;243;53098;59;;;
110813;984000010110813;1;08/12/2026 20.10;41;;10;;;
110813;984000010110813;1;08/12/2026 22.00;391;53648;162;;;
110813;984000010110813;1;08/12/2026 22.37;991;54823;316;;;
110813;984000010110813;1;08/12/2026 22.56;152;55086;75;;;
110813;984000010110813;1;09/12/2026 02.55;491;55430;182;;;
110813;984000010110813;1;09/12/2026 05.10;892;54809;350;;;
110813;984000010110813;1;09/12/2026 10.22;1125;55277;416;;;
110813;984000010110813;1;09/12/2026 16.03;586;54110;182;;;
110813;984000010110813;1;09/12/2026 16.15;133;54092;57;;;
110813;984000010110813;1;09/12/2026 17.53;264;54671;74;;;
110813;984000010110813;1;09/12/2026 18.00;88;55538;26;;;
110813;984000010110813;1;09/12/2026 18.07;41;;11;;;
110813;984000010110813;1;09/12/2026 20.16;1189;54990;525;;;
110813;984000010110813;1;10/12/2026 00.32;783;56012;376;;;
110813;984000010110813;1;10/12/2026 02.14;628;57229;315;;;
110813;984000010110813;1;10/12/2026 08.22;426;57119;177;;;
110813;984000010110813;1;10/12/2026 13.33;477;57129;215;;;
110813;984000010110813;1;10/12/2026 13.46;416;57831;187;;;
110813;984000010110813;1;10/12/2026 16.56;223;57111;88;;;
110813;984000010110813;1;10/12/2026 18.30;226;57515;105;;;
110813;984000010110813;1;10/12/2026 18.53;851;56925;372;;;
110813;984000010110813;1;10/12/2026 23.11;475;57968;209;;;
110813;984000010110813;1;10/12/2026 23.45;1089;59025;527;;;
110813;984000010110813;1;11/12/2026 02.52;471;58147;223;;;
110813;984000010110813;1;11/12/2026 05.58;268;57687;133;;;
110813;984000010110813;1;11/12/2026 10.14;918;57533;453;;;
110813;984000010110813;1;11/12/2026 12.52;73;57021;38;;;
110813;984000010110813;1;11/12/2026 15.36;604;56330;297;;;
110813;984000010110813;1;11/12/2026 18.03;497;56809;198;;;
110813;984000010110813;1;11/12/2026 18.36;535;57822;262;;;
110813;984000010110813;1;12/12/2026 00.00;1622;58812;798;;;
110813;984000010110813;1;12/12/2026 09.28;1118;59129;514;;;
110813;984000010110813;1;12/12/2026 12.31;390;59268;179;;;
110813;984000010110813;1;12/12/2026 12.38;15;;3;;;
110813;984000010110813;1;12/12/2026 12.38;9;;10;;;
110813;984000010110813;1;12/12/2026 12.42;9;;4;;;
110813;984000010110813;1;12/12/2026 12.42;11;;4;;;
110813;984000010110813;1;12/12/2026 12.42;19;;8;;;
110813;984000010110813;1;12/12/2026 12.43;10;;2;;;
110813;984000010110813;1;12/12/2026 12.43;11;;9;;;
110813;984000010110813;1;12/12/2026 12.43;19;;1;;;
110813;984000010110813;1;12/12/2026 12.44;23;;2;;;
110813;984000010110813;1;12/12/2026 12.45;4;;7;;;
110813;984000010110813;1;12/12/2026 12.45;6;;1;;;
110813;984000010110813;1;12/12/2026 12.45;11;;4;;;
110813;984000010110813;1;12/12/2026 12.46;17;;2;;;
110813;984000010110813;1;12/12/2026 12.46;14;;3;;;
110813;984000010110813;1;12/12/2026 12.46;6;;7;;;
110813;984000010110813;1;12/12/2026 12.47;11;;2;;;
110813;984000010110813;1;12/12/2026 12.48;14;;2;;;
110813;984000010110813;1;12/12/2026 12.48;14;;3;;;
110813;984000010110813;1;12/12/2026 14.44;120;59484;65;;;
110813;984000010110813;1;12/12/2026 14.59;509;59842;185;;;
110813;984000010110813;1;12/12/2026 15.42;158;60152;60;;;
110813;984000010110813;1;12/12/2026 16.33;530;59843;253;;;
110813;984000010110813;1;12/12/2026 17.29;119;60095;65;;;
110813;984000010110813;1;12/12/2026 21.45;1388;61757;511;;;
110813;984000010110813;1;12/12/2026 22.51;60;;4;;;
110813;984000010110813;1;13/12/2026 05.25;1387;60490;725;;;
110813;984000010110813;1;13/12/2026 07.39;91;61304;49;;;
110813;984000010110813;1;13/12/2026 12.57;101;60085;60;;;
110813;984000010110813;1;13/12/2026 12.58;407;60792;193;;;
110813;984000010110813;1;13/12/2026 13.07;293;60738;123;;;
110813;984000010110813;1;13/12/2026 16.11;645;60799;289;;;
110813;984000010110813;1;13/12/2026 16.30;394;61658;154;;;
110813;984000010110813;1;13/12/2026 17.57;399;61683;218;;;
110813;984000010110813;1;13/12/2026 20.18;865;62626;430;;;
110813;984000010110813;1;14/12/2026 03.04;1196;62582;613;;;
110813;984000010110813;1;14/12/2026 07.06;395;62636;199;;;
110813;984000010110813;1;14/12/2026 12.38;1210;62182;580;;;
110813;984000010110813;1;14/12/2026 16.51;288;63131;175;;;
110813;984000010110813;1;14/12/2026 17.01;423;62524;200;;;
110813;984000010110813;1;14/12/2026 17.32;305;63200;126;;;
110813;984000010110813;1;14/12/2026 18.43;387;63376;199;;;
110813;984000010110813;1;14/12/2026 18.53;140;63693;63;;;
110813;984000010110813;1;14/12/2026 22.26;780;63821;431;;;
110813;984000010110813;1;15/12/2026 08.27;1395;63079;671;;;
110813;984000010110813;1;15/12/2026 12.12;439;63924;148;;;
110813;984000010110813;1;15/12/2026 13.39;197;63753;106;;;
110813;984000010110813;1;15/12/2026 15.20;652;64236;270;;;
110813;984000010110813;1;15/12/2026 16.04;401;64808;180;;;
110813;984000010110813;1;15/12/2026 18.12;564;65421;295;;;
110813;984000010110813;1;15/12/2026 19.23;160;64943;66;;;
110813;984000010110813;1;15/12/2026 19.57;343;65476;143;;;
110813;984000010110813;1;15/12/2026 22.28;805;65428;365;;;
110813;984000010110813;1;16/12/2026 01.03;302;65753;110;;;
110813;984000010110813;1;16/12/2026 07.08;270;64609;143;;;
110813;984000010110813;1;16/12/2026 07.37;301;65105;177;;;
110813;984000010110813;1;16/12/2026 09.17;647;64153;265;;;
110813;984000010110813;1;16/12/2026 13.21;550;64242;238;;;
110813;984000010110813;1;16/12/2026 15.08;998;65191;488;;;
110813;984000010110813;1;16/12/2026 15.33;62;65913;14;;;
110813;984000010110813;1;16/12/2026 15.43;25;;12;;;
110813;984000010110813;1;16/12/2026 18.59;977;66415;577;;;
110813;984000010110813;1;16/12/2026 23.07;715;67275;427;;;
110813;984000010110813;1;17/12/2026 06.17;670;66224;317;;;
110813;984000010110813;1;17/12/2026 07.20;62;65764;12;;;
110813;984000010110813;1;17/12/2026 11.32;906;65355;380;;;
110813;984000010110813;1;17/12/2026 13.40;546;66996;231;;;
110813;984000010110813;1;17/12/2026 13.50;92;67544;36;;;
110813;984000010110813;1;17/12/2026 14.08;50;;19;;;
110813;984000010110813;1;17/12/2026 17.30;1007;67259;555;;;
110813;984000010110813;1;18/12/2026 00.30;1334;67086;877;;;
110813;984000010110813;1;18/12/2026 07.29;210;67966;115;;;
110813;984000010110813;1;18/12/2026 07.41;249;68069;129;;;
110813;984000010110813;1;18/12/2026 09.50;519;68015;214;;;
110813;984000010110813;1;18/12/2026 13.23;481;67161;240;;;
110813;984000010110813;1;18/12/2026 16.01;713;68019;369;;;
110813;984000010110813;1;18/12/2026 17.57;539;68580;210;;;
110813;984000010110813;1;18/12/2026 18.11;121;68262;60;;;
110813;984000010110813;1;18/12/2026 20.41;532;69151;331;;;
110813;984000010110813;1;19/12/2026 06.15;1052;69055;582;;;
110813;984000010110813;1;19/12/2026 12.00;851;69162;502;;;
110813;984000010110813;1;19/12/2026 13.52;803;70395;311;;;
110813;984000010110813;1;19/12/2026 15.39;456;70337;270;;;
110813;984000010110813;1;19/12/2026 16.34;542;70483;309;;;
110813;984000010110813;1;19/12/2026 21.48;1019;70425;610;;;
110813;984000010110813;1;20/12/2026 00.24;502;72201;297;;;
110813;984000010110813;1;20/12/2026 06.31;326;71883;188;;;
110813;984000010110813;1;20/12/2026 09.10;540;70608;300;;;
110813;984000010110813;1;20/12/2026 10.31;284;71594;154;;;
110813;984000010110813;1;20/12/2026 12.23;645;72279;359;;;
110813;984000010110813;1;20/12/2026 14.41;759;73231;402;;;
110813;984000010110813;1;20/12/2026 15.46;237;73322;147;;;
110813;984000010110813;1;20/12/2026 17.06;560;73606;364;;;
110813;984000010110813;1;20/12/2026 23.12;1043;74092;729;;;
110813;984000010110813;1;21/12/2026 02.10;346;74627;163;;;
110813;984000010110813;1;21/12/2026 08.37;492;73066;220;;;
110813;984000010110813;1;21/12/2026 10.03;186;73687;99;;;
110813;984000010110813;1;21/12/2026 10.11;122;74630;53;;;
110813;984000010110813;1;21/12/2026 10.31;36;;7;;;
110813;984000010110813;1;21/12/2026 10.46;54;;13;;;
110813;984000010110813;1;21/12/2026 14.49;910;72581;461;;;
110813;984000010110813;1;21/12/2026 15.47;586;73844;292;;;
110813;984000010110813;1;21/12/2026 18.46;913;73948;628;;;
110813;984000010110813;1;22/12/2026 00.11;425;75209;270;;;
110813;984000010110813;1;22/12/2026 07.29;322;75446;181;;;
110813;984000010110813;1;22/12/2026 07.38;177;74791;84;;;
110813;984000010110813;1;22/12/2026 08.08;245;74226;92;;;
110813;984000010110813;1;22/12/2026 08.33;29;;15;;;
110813;984000010110813;1;22/12/2026 10.27;568;74232;272;;;
110821;984000010110821;1;21/11/2026 17.54;1470;36029;331;;;
110821;984000010110821;1;22/11/2026 01.55;708;35106;222;;;
110821;984000010110821;1;22/11/2026 04.42;633;36292;152;;;
110821;984000010110821;1;22/11/2026 07.57;821;35867;186;;;
110821;984000010110821;1;22/11/2026 08.53;257;36764;77;;;
110821;984000010110821;1;22/11/2026 09.44;346;36708;72;;;
110821;984000010110821;1;22/11/2026 09.53;118;37232;36;;;
110821;984000010110821;1;22/11/2026 10.01;246;37006;70;;;
110821;984000010110821;1;22/11/2026 15.16;881;37481;281;;;
110821;984000010110821;1;23/11/2026 03.42;1210;36453;347;;;
110821;984000010110821;1;23/11/2026 04.22;320;62331;67;;;
110821;984000010110821;1;23/11/2026 07.19;369;37604;125;;;
110821;984000010110821;1;23/11/2026 07.28;426;37612;125;;;
110821;984000010110821;1;23/11/2026 09.01;406;38451;79;;;
110821;984000010110821;1;23/11/2026 09.14;298;38194;76;;;
110821;984000010110821;1;23/11/2026 10.41;695;50743;171;;;
110821;984000010110821;1;23/11/2026 14.58;775;39166;211;;;
110821;984000010110821;1;23/11/2026 19.32;659;38750;163;;;
110821;984000010110821;1;24/11/2026 01.26;170;38704;20;;;
110821;984000010110821;1;24/11/2026 02.16;65;38707;13;;;
110821;984000010110821;1;24/11/2026 02.19;467;38673;119;;;
110821;984000010110821;1;24/11/2026 07.51;965;39178;205;;;
110821;984000010110821;1;24/11/2026 11.38;251;60883;165;;;
110821;984000010110821;1;24/11/2026 11.42;1129;50045;378;;;
110821;984000010110821;1;24/11/2026 12.05;12;;148;;;
110821;984000010110821;1;24/11/2026 12.05;20;;4;;;
110821;984000010110821;1;25/11/2026 02.58;1579;38592;414;;;
110821;984000010110821;1;25/11/2026 07.06;1126;39678;372;;;
110821;984000010110821;1;25/11/2026 09.36;987;40067;321;;;
110821;984000010110821;1;25/11/2026 12.58;652;40710;209;;;
110821;984000010110821;1;25/11/2026 23.53;1221;39155;273;;;
110821;984000010110821;1;26/11/2026 03.05;301;40654;77;;;
110821;984000010110821;1;26/11/2026 03.12;190;40070;30;;;
110821;984000010110821;1;26/11/2026 09.20;1486;39673;560;;;
110821;984000010110821;1;26/11/2026 23.26;1386;40091;409;;;
110821;984000010110821;1;27/11/2026 00.21;253;40676;49;;;
110821;984000010110821;1;27/11/2026 00.28;103;41733;19;;;
110821;984000010110821;1;27/11/2026 01.34;38;;1;;;
110821;984000010110821;1;27/11/2026 02.00;360;40891;53;;;
110821;984000010110821;1;27/11/2026 02.34;152;41068;2;;;
110821;984000010110821;1;27/11/2026 09.08;1918;42722;738;;;
110821;984000010110821;1;28/11/2026 01.07;1686;41004;574;;;
110821;984000010110821;1;28/11/2026 02.11;520;42631;150;;;
110821;984000010110821;1;28/11/2026 02.24;47;;1;;;
110821;984000010110821;1;28/11/2026 04.29;906;43047;280;;;
110821;984000010110821;1;28/11/2026 11.28;1385;43847;432;;;
110821;984000010110821;1;28/11/2026 15.07;939;42185;268;;;
110821;984000010110821;1;29/11/2026 00.59;1136;42488;354;;;
110821;984000010110821;1;29/11/2026 01.21;98;43259;19;;;
110821;984000010110821;1;29/11/2026 03.42;965;43626;270;;;
110821;984000010110821;1;29/11/2026 04.54;734;43430;248;;;
110821;984000010110821;1;29/11/2026 10.53;904;43973;273;;;
110821;984000010110821;1;29/11/2026 14.35;871;44092;259;;;
110821;984000010110821;1;29/11/2026 22.31;297;44044;89;;;
110821;984000010110821;1;29/11/2026 22.39;512;43816;172;;;
110821;984000010110821;1;30/11/2026 03.26;1474;43932;395;;;
110821;984000010110821;1;30/11/2026 11.45;1683;44105;403;;;
110821;984000010110821;1;30/11/2026 14.13;731;45197;241;;;
110821;984000010110821;1;30/11/2026 22.41;1165;44466;324;;;
110821;984000010110821;1;01/12/2026 01.13;1056;46124;390;;;
110821;984000010110821;1;01/12/2026 10.00;1795;46342;699;;;
110821;984000010110821;1;01/12/2026 16.05;1251;46478;339;;;
110821;984000010110821;1;01/12/2026 23.44;1572;46454;444;;;
110821;984000010110821;1;02/12/2026 00.42;321;47122;42;;;
110821;984000010110821;1;02/12/2026 03.43;1055;48040;286;;;
110821;984000010110821;1;02/12/2026 04.26;48;;2;;;
110821;984000010110821;1;02/12/2026 09.39;1165;47794;336;;;
110821;984000010110821;1;02/12/2026 12.03;206;47496;42;;;
110821;984000010110821;1;02/12/2026 15.12;625;47803;178;;;
110821;984000010110821;1;02/12/2026 20.56;633;46035;129;;;
110821;984000010110821;1;02/12/2026 21.13;14;;1;;;
110821;984000010110821;1;03/12/2026 00.36;1165;46558;365;;;
110821;984000010110821;1;03/12/2026 01.58;815;47161;210;;;
110821;984000010110821;1;03/12/2026 03.32;523;47782;166;;;
110821;984000010110821;1;03/12/2026 10.30;913;47548;238;;;
110821;984000010110821;1;03/12/2026 19.35;976;46630;267;;;
110821;984000010110821;1;03/12/2026 19.59;459;47453;144;;;
110821;984000010110821;1;03/12/2026 23.34;87;47030;20;;;
110821;984000010110821;1;03/12/2026 23.40;699;47669;163;;;
110821;984000010110821;1;04/12/2026 04.05;1555;47936;578;;;
110821;984000010110821;1;04/12/2026 15.49;1869;46990;606;;;
110821;984000010110821;1;04/12/2026 22.44;203;48150;31;;;
110821;984000010110821;1;04/12/2026 23.54;918;48668;318;;;
110821;984000010110821;1;05/12/2026 01.40;363;48208;61;;;
110821;984000010110821;1;05/12/2026 02.33;1234;48690;380;;;
110821;984000010110821;1;05/12/2026 04.03;734;49524;214;;;
110821;984000010110821;1;05/12/2026 10.14;1519;49414;458;;;
110821;984000010110821;1;05/12/2026 16.04;92;49637;18;;;
110821;984000010110821;1;05/12/2026 20.27;1176;48454;295;;;
110821;984000010110821;1;05/12/2026 23.36;835;49461;214;;;
110821;984000010110821;1;06/12/2026 02.10;1618;50052;535;;;
110821;984000010110821;1;06/12/2026 04.19;510;51554;162;;;
110821;984000010110821;1;06/12/2026 08.51;1640;50760;505;;;
110821;984000010110821;1;06/12/2026 17.01;1064;51185;326;;;
110821;984000010110821;1;06/12/2026 17.54;94;51347;2;;;
110821;984000010110821;1;06/12/2026 19.36;687;51852;229;;;
110821;984000010110821;1;07/12/2026 00.56;1200;52176;342;;;
110821;984000010110821;1;07/12/2026 05.26;1629;52639;729;;;
110821;984000010110821;1;07/12/2026 11.08;286;53989;73;;;
110821;984000010110821;1;07/12/2026 11.38;914;54137;327;;;
110821;984000010110821;1;07/12/2026 21.29;626;53581;219;;;
110821;984000010110821;1;08/12/2026 00.18;1696;54136;552;;;
110821;984000010110821;1;08/12/2026 01.14;629;54167;139;;;
110821;984000010110821;1;08/12/2026 03.37;843;55415;239;;;
110821;984000010110821;1;08/12/2026 05.27;521;55597;170;;;
110821;984000010110821;1;08/12/2026 15.10;1878;54195;714;;;
110821;984000010110821;1;08/12/2026 18.48;132;54445;7;;;
110821;984000010110821;1;08/12/2026 23.10;1256;55230;423;;;
110821;984000010110821;1;09/12/2026 03.39;1953;55583;727;;;
110821;984000010110821;1;09/12/2026 07.06;721;56972;252;;;
110821;984000010110821;1;09/12/2026 07.41;340;57550;118;;;
110821;984000010110821;1;09/12/2026 17.11;969;56664;246;;;
110821;984000010110821;1;09/12/2026 19.57;1201;56634;381;;;
110821;984000010110821;1;10/12/2026 01.24;1347;56846;466;;;
110821;984000010110821;1;10/12/2026 04.52;1668;57179;673;;;
110821;984000010110821;1;10/12/2026 09.22;635;57866;198;;;
110821;984000010110821;1;10/12/2026 17.53;1442;56803;467;;;
110821;984000010110821;1;10/12/2026 23.19;1625;57769;537;;;
110821;984000010110821;1;11/12/2026 02.27;1296;57863;517;;;
110821;984000010110821;1;11/12/2026 06.41;825;57706;224;;;
110821;984000010110821;1;11/12/2026 12.12;1361;57008;454;;;
110821;984000010110821;1;11/12/2026 18.44;239;56236;43;;;
110821;984000010110821;1;11/12/2026 18.50;677;56614;213;;;
110821;984000010110821;1;11/12/2026 19.10;747;57206;202;;;
110821;984000010110821;1;11/12/2026 19.57;139;56736;4;;;
110821;984000010110821;1;12/12/2026 02.16;1915;56784;770;;;
110821;984000010110821;1;12/12/2026 06.19;107;58149;12;;;
110821;984000010110821;1;12/12/2026 08.35;1359;58343;436;;;
110821;984000010110821;1;12/12/2026 17.03;1467;57382;494;;;
110821;984000010110821;1;12/12/2026 23.01;1507;58592;453;;;
110821;984000010110821;1;13/12/2026 00.54;1348;59070;395;;;
110821;984000010110821;1;13/12/2026 01.55;734;59967;243;;;
110821;984000010110821;1;13/12/2026 07.03;100;59856;10;;;
110821;984000010110821;1;13/12/2026 07.20;944;59898;243;;;
110821;984000010110821;1;13/12/2026 14.42;1473;59924;474;;;
110821;984000010110821;1;13/12/2026 16.09;46;;5;;;
110821;984000010110821;1;13/12/2026 16.21;581;60821;133;;;
110821;984000010110821;1;13/12/2026 22.43;1514;61265;476;;;
110821;984000010110821;1;14/12/2026 03.24;2120;61049;795;;;
