animal_number;responder;location;visit_time;duration;weight (g);feed_intake;Unnamed: 7;Unnamed: 8;Unnamed: 9
110813;984000010110813;1;26/06/2026 01.37;308;38825;84;;;
110813;984000010110813;1;26/06/2026 01.43;190;39906;44;;;
110813;984000010110813;1;26/06/2026 06.04;697;39279;204;;;
110813;984000010110813;1;26/06/2026 08.29;831;38999;243;;;
110813;984000010110813;1;26/06/2026 11.17;704;44308;161;;;
110813;984000010110813;1;26/06/2026 21.46;1915;38648;428;;;
110813;984000010110813;1;26/06/2026 23.57;270;39562;56;;;
110813;984000010110813;1;27/06/2026 00.05;111;39598;28;;;
110813;984000010110813;1;27/06/2026 05.13;1167;39515;351;;;
110813;984000010110813;1;27/06/2026 06.01;875;40164;181;;;
110813;984000010110813;1;27/06/2026 06.45;47;;5;;;
110813;984000010110813;1;27/06/2026 10.34;1094;40546;335;;;
110813;984000010110813;1;27/06/2026 13.30;762;41591;247;;;
110813;984000010110813;1;27/06/2026 18.57;649;41585;205;;;
110813;984000010110813;1;27/06/2026 21.38;539;41408;143;;;
110813;984000010110813;1;27/06/2026 21.57;454;41584;153;;;
110813;984000010110813;1;27/06/2026 23.19;610;42081;164;;;
110813;984000010110813;1;27/06/2026 23.31;95;42458;31;;;
110813;984000010110813;1;28/06/2026 03.03;179;42496;56;;;
110813;984000010110813;1;28/06/2026 05.08;583;42468;215;;;
110813;984000010110813;1;28/06/2026 05.53;1159;42528;302;;;
110813;984000010110813;1;28/06/2026 11.38;475;43445;156;;;
110813;984000010110813;1;28/06/2026 12.15;1201;43494;316;;;
110813;984000010110813;1;28/06/2026 19.51;853;43528;256;;;
110813;984000010110813;1;28/06/2026 20.59;188;43531;55;;;
110813;984000010110813;1;28/06/2026 21.13;218;44117;59;;;
110813;984000010110813;1;29/06/2026 02.47;531;42889;163;;;
110813;984000010110813;1;29/06/2026 03.28;1372;42712;490;;;
110813;984000010110813;1;29/06/2026 06.59;981;43346;279;;;
110813;984000010110813;1;29/06/2026 14.48;1207;43117;397;;;
110813;984000010110813;1;29/06/2026 18.18;187;43708;83;;;
110813;984000010110813;1;29/06/2026 20.17;530;43401;184;;;
110813;984000010110813;1;29/06/2026 20.52;318;43487;90;;;
110813;984000010110813;1;29/06/2026 20.58;349;43967;72;;;
110813;984000010110813;1;29/06/2026 21.06;49;;11;;;
110813;984000010110813;1;29/06/2026 23.33;729;43926;274;;;
110813;984000010110813;1;30/06/2026 03.26;1024;45572;332;;;
110813;984000010110813;1;30/06/2026 04.46;740;46158;265;;;
110813;984000010110813;1;30/06/2026 08.40;942;45135;318;;;
110813;984000010110813;1;30/06/2026 16.05;421;45534;132;;;
110813;984000010110813;1;30/06/2026 16.13;264;45551;103;;;
110813;984000010110813;1;30/06/2026 18.01;284;45975;94;;;
110813;984000010110813;1;30/06/2026 18.08;64;45575;18;;;
110813;984000010110813;1;30/06/2026 18.57;292;45026;71;;;
110813;984000010110813;1;30/06/2026 19.43;419;45668;82;;;
110813;984000010110813;1;30/06/2026 20.39;151;45699;20;;;
110813;984000010110813;1;30/06/2026 20.55;44;;12;;;
110813;984000010110813;1;30/06/2026 21.06;386;45394;97;;;
110813;984000010110813;1;30/06/2026 21.42;922;46155;301;;;
110813;984000010110813;1;01/07/2026 02.14;315;45825;88;;;
110813;984000010110813;1;01/07/2026 02.45;124;46282;31;;;
110813;984000010110813;1;01/07/2026 02.59;250;46140;63;;;
110813;984000010110813;1;01/07/2026 03.24;478;46059;133;;;
110813;984000010110813;1;01/07/2026 05.20;1073;45935;407;;;
110813;984000010110813;1;01/07/2026 07.36;649;46699;148;;;
110813;984000010110813;1;01/07/2026 11.23;560;46945;203;;;
110813;984000010110813;1;01/07/2026 12.35;86;48055;25;;;
110813;984000010110813;1;01/07/2026 12.38;215;46877;82;;;
110813;984000010110813;1;01/07/2026 19.27;461;47288;177;;;
110813;984000010110813;1;01/07/2026 19.51;517;46421;169;;;
110813;984000010110813;1;01/07/2026 21.23;88;47467;25;;;
110813;984000010110813;1;01/07/2026 22.59;434;47656;105;;;
110813;984000010110813;1;02/07/2026 02.45;1306;47579;456;;;
110813;984000010110813;1;02/07/2026 05.56;834;47679;380;;;
110813;984000010110813;1;02/07/2026 15.37;722;48165;246;;;
110813;984000010110813;1;02/07/2026 17.17;423;48168;171;;;
110813;984000010110813;1;02/07/2026 17.33;211;48604;65;;;
110813;984000010110813;1;02/07/2026 17.39;136;47877;45;;;
110813;984000010110813;1;02/07/2026 17.51;47;;14;;;
110813;984000010110813;1;02/07/2026 17.53;34;;9;;;
110813;984000010110813;1;02/07/2026 22.16;419;47972;188;;;
110813;984000010110813;1;02/07/2026 22.24;360;48499;137;;;
110813;984000010110813;1;02/07/2026 22.40;242;48491;103;;;
110813;984000010110813;1;03/07/2026 00.20;252;49120;86;;;
110813;984000010110813;1;03/07/2026 01.55;1356;49091;426;;;
110813;984000010110813;1;03/07/2026 03.21;262;49186;105;;;
110813;984000010110813;1;03/07/2026 07.16;1093;48184;448;;;
110813;984000010110813;1;03/07/2026 09.44;42;;15;;;
110813;984000010110813;1;03/07/2026 16.28;784;48362;212;;;
110813;984000010110813;1;03/07/2026 17.19;500;48292;155;;;
110813;984000010110813;1;03/07/2026 17.28;334;49021;123;;;
110813;984000010110813;1;03/07/2026 23.06;924;49084;268;;;
110813;984000010110813;1;03/07/2026 23.27;53;;19;;;
110813;984000010110813;1;03/07/2026 23.50;85;49478;24;;;
110813;984000010110813;1;04/07/2026 01.56;588;49534;238;;;
110813;984000010110813;1;04/07/2026 02.37;321;50156;131;;;
110813;984000010110813;1;04/07/2026 04.26;888;49652;414;;;
110813;984000010110813;1;04/07/2026 07.31;421;49765;181;;;
110813;984000010110813;1;04/07/2026 08.20;192;50785;83;;;
110813;984000010110813;1;04/07/2026 15.22;669;50046;238;;;
110813;984000010110813;1;04/07/2026 17.18;240;49932;108;;;
110813;984000010110813;1;04/07/2026 18.05;373;50631;143;;;
110813;984000010110813;1;04/07/2026 18.41;510;50679;214;;;
110813;984000010110813;1;04/07/2026 19.50;107;51901;42;;;
110813;984000010110813;1;04/07/2026 22.49;1341;51670;465;;;
110813;984000010110813;1;05/07/2026 01.46;25;;5;;;
110813;984000010110813;1;05/07/2026 03.02;578;52450;216;;;
110813;984000010110813;1;05/07/2026 07.22;1540;51189;692;;;
110813;984000010110813;1;05/07/2026 15.01;239;51967;114;;;
110813;984000010110813;1;05/07/2026 17.50;1114;51634;460;;;
110813;984000010110813;1;05/07/2026 22.20;557;52163;228;;;
110813;984000010110813;1;06/07/2026 00.46;962;52972;357;;;
110813;984000010110813;1;06/07/2026 01.06;213;53190;71;;;
110813;984000010110813;1;06/07/2026 02.45;343;52929;122;;;
110813;984000010110813;1;06/07/2026 02.51;65;53473;22;;;
110813;984000010110813;1;06/07/2026 05.12;875;53358;370;;;
110813;984000010110813;1;06/07/2026 07.24;140;53212;40;;;
110813;984000010110813;1;06/07/2026 11.11;164;52023;68;;;
110813;984000010110813;1;06/07/2026 13.53;386;51423;145;;;
110813;984000010110813;1;06/07/2026 15.51;368;51459;114;;;
110813;984000010110813;1;06/07/2026 18.22;118;51820;40;;;
110813;984000010110813;1;06/07/2026 18.30;367;52546;155;;;
110813;984000010110813;1;06/07/2026 18.42;324;52719;154;;;
110813;984000010110813;1;06/07/2026 18.50;37;;14;;;
110813;984000010110813;1;06/07/2026 18.51;243;53179;59;;;
110813;984000010110813;1;06/07/2026 20.10;41;;10;;;
110813;984000010110813;1;06/07/2026 22.00;391;53457;163;;;
110813;984000010110813;1;06/07/2026 22.37;991;54630;320;;;
110813;984000010110813;1;06/07/2026 22.56;152;55013;70;;;
110813;984000010110813;1;07/07/2026 02.55;491;54878;188;;;
110813;984000010110813;1;07/07/2026 05.10;892;54482;360;;;
110813;984000010110813;1;07/07/2026 10.22;1125;54980;417;;;
110813;984000010110813;1;07/07/2026 16.03;586;54088;184;;;
110813;984000010110813;1;07/07/2026 16.15;133;53757;57;;;
110813;984000010110813;1;07/07/2026 17.53;264;54489;73;;;
110813;984000010110813;1;07/07/2026 18.00;88;55180;26;;;
110813;984000010110813;1;07/07/2026 18.07;41;;11;;;
110813;984000010110813;1;07/07/2026 20.16;1189;55384;512;;;
110813;984000010110813;1;08/07/2026 00.32;783;56088;373;;;
110813;984000010110813;1;08/07/2026 02.14;628;57057;309;;;
110813;984000010110813;1;08/07/2026 08.22;426;57110;179;;;
110813;984000010110813;1;08/07/2026 13.33;477;56885;208;;;
110813;984000010110813;1;08/07/2026 13.46;416;57470;189;;;
110813;984000010110813;1;08/07/2026 16.56;223;57024;88;;;
110813;984000010110813;1;08/07/2026 18.30;226;56844;105;;;
110813;984000010110813;1;08/07/2026 18.53;851;57095;380;;;
110813;984000010110813;1;08/07/2026 23.11;475;58021;203;;;
110813;984000010110813;1;08/07/2026 23.45;1089;58638;532;;;
110813;984000010110813;1;09/07/2026 02.52;471;58091;227;;;
110813;984000010110813;1;09/07/2026 05.58;268;57548;133;;;
110813;984000010110813;1;09/07/2026 10.14;918;57712;452;;;
110813;984000010110813;1;09/07/2026 12.52;73;56896;38;;;
110813;984000010110813;1;09/07/2026 15.36;604;56400;291;;;
110813;984000010110813;1;09/07/2026 18.03;497;56486;197;;;
110813;984000010110813;1;09/07/2026 18.36;535;57355;278;;;
110813;984000010110813;1;10/07/2026 00.00;1622;58556;803;;;
110813;984000010110813;1;10/07/2026 09.28;1118;58936;480;;;
110813;984000010110813;1;10/07/2026 12.31;390;59529;179;;;
110813;984000010110813;1;10/07/2026 12.38;15;;3;;;
110813;984000010110813;1;10/07/2026 12.38;9;;11;;;
110813;984000010110813;1;10/07/2026 12.42;9;;4;;;
110813;984000010110813;1;10/07/2026 12.42;11;;4;;;
110813;984000010110813;1;10/07/2026 12.42;19;;8;;;
110813;984000010110813;1;10/07/2026 12.43;10;;2;;;
110813;984000010110813;1;10/07/2026 12.43;11;;9;;;
110813;984000010110813;1;10/07/2026 12.43;19;;1;;;
110813;984000010110813;1;10/07/2026 12.44;23;;2;;;
110813;984000010110813;1;10/07/2026 12.45;4;;7;;;
110813;984000010110813;1;10/07/2026 12.45;6;;1;;;
110813;984000010110813;1;10/07/2026 12.45;11;;4;;;
110813;984000010110813;1;10/07/2026 12.46;17;;2;;;
110813;984000010110813;1;10/07/2026 12.46;14;;3;;;
110813;984000010110813;1;10/07/2026 12.46;6;;7;;;
110813;984000010110813;1;10/07/2026 12.47;11;;2;;;
110813;984000010110813;1;10/07/2026 12.48;14;;2;;;
110813;984000010110813;1;10/07/2026 12.48;14;;3;;;
110813;984000010110813;1;10/07/2026 14.44;120;59862;66;;;
110813;984000010110813;1;10/07/2026 14.59;509;59725;183;;;
110813;984000010110813;1;10/07/2026 15.42;158;59835;59;;;
110813;984000010110813;1;10/07/2026 16.33;530;59742;248;;;
110813;984000010110813;1;10/07/2026 17.29;119;60180;64;;;
110813;984000010110813;1;10/07/2026 21.45;1388;61681;495;;;
110813;984000010110813;1;10/07/2026 22.51;60;;4;;;
110813;984000010110813;1;11/07/2026 05.25;1387;59974;728;;;
110813;984000010110813;1;11/07/2026 07.39;91;61209;48;;;
110813;984000010110813;1;11/07/2026 12.57;101;60222;59;;;
110813;984000010110813;1;11/07/2026 12.58;407;60759;193;;;
110813;984000010110813;1;11/07/2026 13.07;293;60563;121;;;
110813;984000010110813;1;11/07/2026 16.11;645;60429;287;;;
110813;984000010110813;1;11/07/2026 16.30;394;61499;154;;;
110813;984000010110813;1;11/07/2026 17.57;399;61371;219;;;
110813;984000010110813;1;11/07/2026 20.18;865;62492;429;;;
110813;984000010110813;1;12/07/2026 03.04;1196;62464;596;;;
110813;984000010110813;1;12/07/2026 07.06;395;62604;201;;;
110813;984000010110813;1;12/07/2026 12.38;1210;61971;587;;;
110813;984000010110813;1;12/07/2026 16.51;288;62303;166;;;
110813;984000010110813;1;12/07/2026 17.01;423;62427;204;;;
110813;984000010110813;1;12/07/2026 17.32;305;62924;122;;;
110813;984000010110813;1;12/07/2026 18.43;387;63224;203;;;
110813;984000010110813;1;12/07/2026 18.53;140;63515;61;;;
110813;984000010110813;1;12/07/2026 22.26;780;63617;438;;;
110813;984000010110813;1;13/07/2026 08.27;1395;62501;680;;;
110813;984000010110813;1;13/07/2026 12.12;439;63478;152;;;
110813;984000010110813;1;13/07/2026 13.39;197;63485;105;;;
110813;984000010110813;1;13/07/2026 15.20;652;63763;272;;;
110813;984000010110813;1;13/07/2026 16.04;401;64921;190;;;
110813;984000010110813;1;13/07/2026 18.12;564;65059;295;;;
110813;984000010110813;1;13/07/2026 19.23;160;64985;66;;;
110813;984000010110813;1;13/07/2026 19.57;343;64709;140;;;
110813;984000010110813;1;13/07/2026 22.28;805;65239;364;;;
110813;984000010110813;1;14/07/2026 01.03;302;65611;114;;;
110813;984000010110813;1;14/07/2026 07.08;270;64689;139;;;
110813;984000010110813;1;14/07/2026 07.37;301;64409;174;;;
110813;984000010110813;1;14/07/2026 09.17;647;64135;254;;;
110813;984000010110813;1;14/07/2026 13.21;550;63828;234;;;
110813;984000010110813;1;14/07/2026 15.08;998;64665;509;;;
110813;984000010110813;1;14/07/2026 15.33;62;65701;15;;;
110813;984000010110813;1;14/07/2026 15.43;25;;12;;;
110813;984000010110813;1;14/07/2026 18.59;977;66220;598;;;
110813;984000010110813;1;14/07/2026 23.07;715;67248;421;;;
110813;984000010110813;1;15/07/2026 06.17;670;66057;309;;;
110813;984000010110813;1;15/07/2026 07.20;62;65935;13;;;
110813;984000010110813;1;15/07/2026 11.32;906;65312;382;;;
110813;984000010110813;1;15/07/2026 13.40;546;67144;235;;;
110813;984000010110813;1;15/07/2026 13.50;92;66869;36;;;
110813;984000010110813;1;15/07/2026 14.08;50;;20;;;
110813;984000010110813;1;15/07/2026 17.30;1007;67167;551;;;
110813;984000010110813;1;16/07/2026 00.30;1334;67020;856;;;
110813;984000010110813;1;16/07/2026 07.29;210;67583;112;;;
110813;984000010110813;1;16/07/2026 07.41;249;68362;127;;;
110813;984000010110813;1;16/07/2026 09.50;519;68355;216;;;
110813;984000010110813;1;16/07/2026 13.23;481;67382;240;;;
110813;984000010110813;1;16/07/2026 16.01;713;67557;367;;;
110813;984000010110813;1;16/07/2026 17.57;539;68482;227;;;
110813;984000010110813;1;16/07/2026 18.11;121;67971;59;;;
110813;984000010110813;1;16/07/2026 20.41;532;68449;335;;;
110813;984000010110813;1;17/07/2026 06.15;1052;68474;592;;;
110813;984000010110813;1;17/07/2026 12.00;851;69327;512;;;
110813;984000010110813;1;17/07/2026 13.52;803;70189;308;;;
110813;984000010110813;1;17/07/2026 15.39;456;69882;261;;;
110813;984000010110813;1;17/07/2026 16.34;542;70296;310;;;
110813;984000010110813;1;17/07/2026 21.48;1019;70575;604;;;
110813;984000010110813;1;18/07/2026 00.24;502;71911;297;;;
110813;984000010110813;1;18/07/2026 06.31;326;71443;186;;;
110813;984000010110813;1;18/07/2026 09.10;540;70522;297;;;
110813;984000010110813;1;18/07/2026 10.31;284;71769;161;;;
110813;984000010110813;1;18/07/2026 12.23;645;71870;355;;;
110813;984000010110813;1;18/07/2026 14.41;759;72612;412;;;
110813;984000010110813;1;18/07/2026 15.46;237;73939;150;;;
110813;984000010110813;1;18/07/2026 17.06;560;73080;368;;;
110813;984000010110813;1;18/07/2026 23.12;1043;73891;732;;;
110813;984000010110813;1;19/07/2026 02.10;346;74504;161;;;
110813;984000010110813;1;19/07/2026 08.37;492;73017;224;;;
110813;984000010110813;1;19/07/2026 10.03;186;73798;101;;;
110813;984000010110813;1;19/07/2026 10.11;122;74337;53;;;
110813;984000010110813;1;19/07/2026 10.31;36;;7;;;
110813;984000010110813;1;19/07/2026 10.46;54;;13;;;
110813;984000010110813;1;19/07/2026 14.49;910;72770;466;;;
110813;984000010110813;1;19/07/2026 15.47;586;73825;295;;;
110813;984000010110813;1;19/07/2026 18.46;913;74446;637;;;
110813;984000010110813;1;20/07/2026 00.11;425;75363;274;;;
110813;984000010110813;1;20/07/2026 07.29;322;75706;184;;;
110813;984000010110813;1;20/07/2026 07.38;177;74377;83;;;
110813;984000010110813;1;20/07/2026 08.08;245;74272;91;;;
110813;984000010110813;1;20/07/2026 08.33;29;;15;;;
110813;984000010110813;1;20/07/2026 10.27;568;74231;269;;;
110821;984000010110821;1;19/06/2026 17.54;1470;36006;342;;;
110821;984000010110821;1;20/06/2026 01.55;708;35085;222;;;
110821;984000010110821;1;20/06/2026 04.42;633;36020;155;;;
110821;984000010110821;1;20/06/2026 07.57;821;35942;186;;;
110821;984000010110821;1;20/06/2026 08.53;257;36472;82;;;
110821;984000010110821;1;20/06/2026 09.44;346;36624;71;;;
110821;984000010110821;1;20/06/2026 09.53;118;37059;37;;;
110821;984000010110821;1;20/06/2026 10.01;246;37092;70;;;
110821;984000010110821;1;20/06/2026 15.16;881;37511;291;;;
110821;984000010110821;1;21/06/2026 03.42;1210;36641;350;;;
110821;984000010110821;1;21/06/2026 04.22;320;62035;65;;;
110821;984000010110821;1;21/06/2026 07.19;369;37410;126;;;
110821;984000010110821;1;21/06/2026 07.28;426;37539;122;;;
110821;984000010110821;1;21/06/2026 09.01;406;38406;81;;;
110821;984000010110821;1;21/06/2026 09.14;298;38035;76;;;
110821;984000010110821;1;21/06/2026 10.41;695;50621;176;;;
110821;984000010110821;1;21/06/2026 14.58;775;39115;205;;;
110821;984000010110821;1;21/06/2026 19.32;659;38520;165;;;
110821;984000010110821;1;22/06/2026 01.26;170;38353;20;;;
110821;984000010110821;1;22/06/2026 02.16;65;38479;13;;;
110821;984000010110821;1;22/06/2026 02.19;467;38908;119;;;
110821;984000010110821;1;22/06/2026 07.51;965;38835;212;;;
110821;984000010110821;1;22/06/2026 11.38;251;60815;165;;;
110821;984000010110821;1;22/06/2026 11.42;1129;49897;366;;;
110821;984000010110821;1;22/06/2026 12.05;12;;145;;;
110821;984000010110821;1;22/06/2026 12.05;20;;4;;;
110821;984000010110821;1;23/06/2026 02.58;1579;38662;417;;;
110821;984000010110821;1;23/06/2026 07.06;1126;39475;368;;;
110821;984000010110821;1;23/06/2026 09.36;987;39966;336;;;
110821;984000010110821;1;23/06/2026 12.58;652;40617;220;;;
110821;984000010110821;1;23/06/2026 23.53;1221;39150;278;;;
110821;984000010110821;1;24/06/2026 03.05;301;40252;80;;;
110821;984000010110821;1;24/06/2026 03.12;190;40091;30;;;
110821;984000010110821;1;24/06/2026 09.20;1486;39749;570;;;
110821;984000010110821;1;24/06/2026 23.26;1386;39951;423;;;
110821;984000010110821;1;25/06/2026 00.21;253;40640;52;;;
110821;984000010110821;1;25/06/2026 00.28;103;41534;19;;;
110821;984000010110821;1;25/06/2026 01.34;38;;1;;;
110821;984000010110821;1;25/06/2026 02.00;360;40949;52;;;
110821;984000010110821;1;25/06/2026 02.34;152;40911;2;;;
110821;984000010110821;1;25/06/2026 09.08;1918;42470;755;;;
110821;984000010110821;1;26/06/2026 01.07;1686;41064;566;;;
110821;984000010110821;1;26/06/2026 02.11;520;42640;149;;;
110821;984000010110821;1;26/06/2026 02.24;47;;1;;;
110821;984000010110821;1;26/06/2026 04.29;906;43149;279;;;
110821;984000010110821;1;26/06/2026 11.28;1385;43711;436;;;
110821;984000010110821;1;26/06/2026 15.07;939;42154;275;;;
110821;984000010110821;1;27/06/2026 00.59;1136;42609;342;;;
110821;984000010110821;1;27/06/2026 01.21;98;43076;19;;;
110821;984000010110821;1;27/06/2026 03.42;965;43447;255;;;
110821;984000010110821;1;27/06/2026 04.54;734;43750;242;;;
110821;984000010110821;1;27/06/2026 10.53;904;43880;277;;;
110821;984000010110821;1;27/06/2026 14.35;871;44023;272;;;
110821;984000010110821;1;27/06/2026 22.31;297;44118;90;;;
110821;984000010110821;1;27/06/2026 22.39;512;44118;173;;;
110821;984000010110821;1;28/06/2026 03.26;1474;44178;385;;;
110821;984000010110821;1;28/06/2026 11.45;1683;44006;420;;;
110821;984000010110821;1;28/06/2026 14.13;731;44886;247;;;
110821;984000010110821;1;28/06/2026 22.41;1165;44541;310;;;
110821;984000010110821;1;29/06/2026 01.13;1056;45868;398;;;
110821;984000010110821;1;29/06/2026 10.00;1795;45825;679;;;
110821;984000010110821;1;29/06/2026 16.05;1251;46315;336;;;
110821;984000010110821;1;29/06/2026 23.44;1572;46454;455;;;
110821;984000010110821;1;30/06/2026 00.42;321;47187;42;;;
110821;984000010110821;1;30/06/2026 03.43;1055;47329;275;;;
110821;984000010110821;1;30/06/2026 04.26;48;;2;;;
110821;984000010110821;1;30/06/2026 09.39;1165;47571;341;;;
110821;984000010110821;1;30/06/2026 12.03;206;47780;44;;;
110821;984000010110821;1;30/06/2026 15.12;625;47624;176;;;
110821;984000010110821;1;30/06/2026 20.56;633;45960;131;;;
110821;984000010110821;1;30/06/2026 21.13;14;;1;;;
110821;984000010110821;1;01/07/2026 00.36;1165;46240;373;;;
110821;984000010110821;1;01/07/2026 01.58;815;46943;212;;;
110821;984000010110821;1;01/07/2026 03.32;523;47572;171;;;
110821;984000010110821;1;01/07/2026 10.30;913;47409;250;;;
110821;984000010110821;1;01/07/2026 19.35;976;46548;273;;;
110821;984000010110821;1;01/07/2026 19.59;459;46962;136;;;
110821;984000010110821;1;01/07/2026 23.34;87;47129;20;;;
110821;984000010110821;1;01/07/2026 23.40;699;47540;167;;;
110821;984000010110821;1;02/07/2026 04.05;1555;48141;563;;;
110821;984000010110821;1;02/07/2026 15.49;1869;46989;638;;;
110821;984000010110821;1;02/07/2026 22.44;203;47785;30;;;
110821;984000010110821;1;02/07/2026 23.54;918;48520;321;;;
110821;984000010110821;1;03/07/2026 01.40;363;48076;59;;;
110821;984000010110821;1;03/07/2026 02.33;1234;48665;377;;;
110821;984000010110821;1;03/07/2026 04.03;734;49718;209;;;
110821;984000010110821;1;03/07/2026 10.14;1519;48881;458;;;
110821;984000010110821;1;03/07/2026 16.04;92;49320;18;;;
110821;984000010110821;1;03/07/2026 20.27;1176;48875;305;;;
110821;984000010110821;1;03/07/2026 23.36;835;49618;211;;;
110821;984000010110821;1;04/07/2026 02.10;1618;50127;542;;;
110821;984000010110821;1;04/07/2026 04.19;510;51845;171;;;
110821;984000010110821;1;04/07/2026 08.51;1640;50679;519;;;
110821;984000010110821;1;04/07/2026 17.01;1064;51086;332;;;
110821;984000010110821;1;04/07/2026 17.54;94;50942;2;;;
110821;984000010110821;1;04/07/2026 19.36;687;51782;224;;;
110821;984000010110821;1;05/07/2026 00.56;1200;51813;338;;;
110821;984000010110821;1;05/07/2026 05.26;1629;52440;724;;;
110821;984000010110821;1;05/07/2026 11.08;286;53707;73;;;
110821;984000010110821;1;05/07/2026 11.38;914;54321;314;;;
110821;984000010110821;1;05/07/2026 21.29;626;53414;209;;;
110821;984000010110821;1;06/07/2026 00.18;1696;54010;521;;;
110821;984000010110821;1;06/07/2026 01.14;629;54698;139;;;
110821;984000010110821;1;06/07/2026 03.37;843;54967;239;;;
110821;984000010110821;1;06/07/2026 05.27;521;55557;158;;;
110821;984000010110821;1;06/07/2026 15.10;1878;54118;679;;;
110821;984000010110821;1;06/07/2026 18.48;132;54644;7;;;
110821;984000010110821;1;06/07/2026 23.10;1256;55208;456;;;
110821;984000010110821;1;07/07/2026 03.39;1953;55355;775;;;
110821;984000010110821;1;07/07/2026 07.06;721;57059;269;;;
110821;984000010110821;1;07/07/2026 07.41;340;57826;119;;;
110821;984000010110821;1;07/07/2026 17.11;969;56706;250;;;
110821;984000010110821;1;07/07/2026 19.57;1201;56549;385;;;
110821;984000010110821;1;08/07/2026 01.24;1347;56381;459;;;
110821;984000010110821;1;08/07/2026 04.52;1668;56860;683;;;
110821;984000010110821;1;08/07/2026 09.22;635;58194;197;;;
110821;984000010110821;1;08/07/2026 17.53;1442;56478;471;;;
110821;984000010110821;1;08/07/2026 23.19;1625;57561;551;;;
110821;984000010110821;1;09/07/2026 02.27;1296;57550;509;;;
110821;984000010110821;1;09/07/2026 06.41;825;57869;219;;;
110821;984000010110821;1;09/07/2026 12.12;1361;56612;475;;;
110821;984000010110821;1;09/07/2026 18.44;239;55832;43;;;
110821;984000010110821;1;09/07/2026 18.50;677;56321;210;;;
110821;984000010110821;1;09/07/2026 19.10;747;56954;193;;;
110821;984000010110821;1;09/07/2026 19.57;139;56736;4;;;
110821;984000010110821;1;10/07/2026 02.16;1915;56397;749;;;
110821;984000010110821;1;10/07/2026 06.19;107;57901;12;;;
110821;984000010110821;1;10/07/2026 08.35;1359;58045;463;;;
110821;984000010110821;1;10/07/2026 17.03;1467;56949;492;;;
110821;984000010110821;1;10/07/2026 23.01;1507;58728;447;;;
110821;984000010110821;1;11/07/2026 00.54;1348;58888;396;;;
110821;984000010110821;1;11/07/2026 01.55;734;60162;249;;;
110821;984000010110821;1;11/07/2026 07.03;100;59691;10;;;
110821;984000010110821;1;11/07/2026 07.20;944;59513;238;;;
110821;984000010110821;1;11/07/2026 14.42;1473;59673;466;;;
110821;984000010110821;1;11/07/2026 16.09;46;;5;;;
110821;984000010110821;1;11/07/2026 16.21;581;60437;136;;;
110821;984000010110821;1;11/07/2026 22.43;1514;61163;483;;;
110821;984000010110821;1;12/07/2026 03.24;2120;61057;791;;;
